150000000000.000000, 600000000.000000
149999407111.111110, 1199997628.444444
149998221335.676790, 1799990513.787152
149996442678.383910, 2399976284.500687
149994071146.262790, 2999952569.085738
149991106748.687100, 3599916996.080487
149987549497.373930, 4199867194.069983
149983399406.383640, 4799800791.695517
149978656492.119840, 5399715417.663996
149973320773.329350, 5999608700.757313
149967392271.102080, 6599478269.841722
149960871008.871000, 7199321753.877206
149953757012.411990, 7799136781.926854
149946050309.843780, 8398920983.166229
149937750931.627810, 8998671986.892740
149928858910.568180, 9598387422.535013
149919374281.811400, 10198064919.662258
149909297082.846340, 10797702107.993643
149898627353.504090, 11397296617.407660
149887365135.957700, 11996846077.951490
149875510474.722170, 12596348119.850378
149863063416.654110, 13195800373.516994
149850024010.951690, 13795200469.560801
149836392309.154360, 14394546038.797419
149822168365.142700, 14993834712.257990
149807352235.138150, 15593064121.198542
149791943977.702850, 16192231897.109352
149775943653.739350, 16791335671.724310
149759351326.490390, 17390373077.030270
149742167061.538730, 17989341745.276424
149724390926.806730, 18588239308.983650
149706022992.556210, 19187063400.953876
149687063331.388150, 19785811654.279430
149667512018.242370, 20384481702.352398
149647369130.397220, 20983071178.873985
149626634747.469360, 21581577717.863861
149605308951.413330, 22179998953.669514
149583391826.521330, 22778332520.975597
149560883459.422820, 23376576054.813290
149537783939.084200, 23974727190.569626
149514093356.808470, 24572783563.996861
149489811806.234860, 25170742811.221802
149464939383.338440, 25768602568.755154
149439476186.429750, 26366360473.500874
149413422316.154450, 26964014162.765491
149386777875.492860, 27561561274.267464
149359542969.759610, 28158999446.146503
149331717706.603210, 28756326316.972916
149303302196.005550, 29353539525.756939
149274296550.281590, 29950636711.958065
149244700884.078800, 30547615515.494381
149214515314.376830, 31144473576.751888
149183739960.486910, 31741208536.593838
149152374944.051480, 32337818036.370045
149120420389.043700, 32934299717.926220
149087876421.766880, 33530651223.613289
149054743170.854060, 34126870196.296703
149021020767.267520, 34722954279.365776
148986709344.298130, 35318901116.742966
148951809037.565000, 35914708352.893227
148916319985.014800, 36510373632.833282
148880242326.921330, 37105894602.140968
148843576205.884830, 37701268906.964508
148806321766.831570, 38296494194.031837
148768479157.013180, 38891568110.659889
148730048526.006040, 39486488304.763916
148691030025.710820, 40081252424.866760
148651423810.351720, 40675858120.108170
148611230036.475980, 41270303040.254074
148570448862.953250, 41864584835.705887
148529080450.974850, 42458701157.509789
148487124964.053280, 43052649657.366005
148444582568.021480, 43646427987.638092
148401453431.032230, 44240033801.362221
148357737723.557400, 44833464752.256447
148313435618.387390, 45426718494.729996
148268547290.630370, 46019792683.892517
148223072917.711610, 46612684975.563362
148177012679.372800, 47205393026.280853
148130366757.671260, 47797914493.311539
148083135336.979370, 48390247034.659454
148035318603.983640, 48982388309.075386
147986916747.684140, 49574335976.066124
147937929959.393710, 50166087695.903702
147888358432.737150, 50757641129.634651
147838202363.650540, 51348993939.089256
147787461950.380370, 51940143786.890778
147736137393.482820, 52531088336.464706
147684228895.822940, 53121825252.047997
147631736662.573880, 53712352198.698296
147578660901.216060, 54302666842.303162
147525001821.536350, 54892766849.589310
147470759635.627200, 55482649888.131821
147415934557.885890, 56072313626.363365
147360526805.013610, 56661755733.583420
147304536596.014650, 57250973879.967476
147247964152.195500, 57839965736.576256
147190809697.163940, 58428728975.364914
147133073456.828280, 59017261269.192230
147074755659.396360, 59605560291.829819
147015856535.374660, 60193623717.971321
146956376317.567410, 60781449223.241592
146896315241.075710, 61369034484.205894
146835673543.296510, 61956377178.379082
146774451463.921720, 62543474984.234772
146712649244.937290, 63130325581.214523
146650267130.622220, 63716926649.737015
146587305367.547610, 64303275871.207207
146523764204.575620, 64889370928.025513
146459643892.858580, 65475209503.596947
146394944685.837980, 66060789282.340302
146329666839.243440, 66646107949.697273
146263810611.091670, 67231163192.141640
146197376261.685520, 67815952697.188385
146130364053.612880, 68400474153.402840
146062774251.745760, 68984725250.409821
145994607123.239040, 69568703678.902771
145925862937.529660, 70152407130.652893
145856541966.335390, 70735833298.518234
145786644483.653750, 71318979876.452850
145716170765.761020, 71901844559.515900
145645121091.211090, 72484425043.880737
145573495740.834380, 73066719026.844070
145501294997.736760, 73648724206.835022
145428519147.298310, 74230438283.424210
145355168477.172330, 74811858957.332901
145281243277.284120, 75392983930.442032
145206743839.829900, 75973810905.801346
145131670459.275570, 76554337587.638443
145056023432.355650, 77134561681.367859
144979803058.071990, 77714480893.600143
144903009637.692690, 78294092932.150909
144825643474.750850, 78873395506.049911
144747704875.043400, 79452386325.550079
144669194146.629850, 80031063102.136597
144590111599.831150, 80609423548.535919
144510457547.228360, 81187465378.724838
144430232303.661530, 81765186307.939484
144349436186.228360, 82342584052.684402
144268069514.282960, 82919656330.741531
144186132609.434660, 83496400861.179276
144103625795.546660, 84072815364.361465
144020549398.734770, 84648897561.956406
143936903747.366150, 85224645176.945877
143852689172.057950, 85800055933.634109
143767906005.676120, 86375127557.656815
143682554583.333950, 86949857775.990143
143596635242.390870, 87524244316.959702
143510148322.450990, 88098284910.249512
143423094165.361910, 88671977286.910965
143335473115.213230, 89245319179.371811
143247285518.335240, 89818308321.445145
143158531723.297610, 90390942448.338333
143069212080.907930, 90963219296.661957
142979326944.210330, 91535136604.438797
142888876668.484160, 92106692111.112732
142797861611.242520, 92677883557.557709
142706282132.230830, 93248708686.086624
142614138593.425480, 93819165240.460327
142521431359.032320, 94389250965.896454
142428160795.485290, 94958963609.078400
142334327271.444920, 95528300918.164185
142239931157.796910, 96097260642.795364
142144972827.650600, 96665840534.105972
142049452656.337650, 97234038344.731323
141953371021.410340, 97801851828.816971
141856728302.640230, 98369278742.027527
141759524882.016630, 98936316841.555588
141661761143.745060, 99502963886.130569
141563437474.245730, 100069217636.027560
141464554262.152040, 100635075853.076170
141365111898.309080, 101200536300.669400
141265110775.771970, 101765596743.772490
141164551289.804410, 102330254948.931700
141063433837.877110, 102894508684.283200
140961758819.666110, 103458355719.561870
140859526637.051360, 104021793826.110080
140756737694.115050, 104584820776.886540
140653392397.139950, 105147434346.475100
140549491154.607940, 105709632311.093540
140445034377.198300, 106271412448.602330
140340022477.786130, 106832772538.513470
140234455871.440670, 107393710361.999240
140128334975.423710, 107954223701.900920
140021660209.187900, 108514310342.737670
139914431994.375150, 109073968070.715160
139806650754.814910, 109633194673.734420
139698316916.522490, 110191987941.400510
139589430907.697420, 110750345665.031300
139479993158.721740, 111308265637.666180
139370004102.158290, 111865745654.074810
139259464172.749020, 112422783510.765810
139148373807.413210, 112979377005.995450
139036733445.245790, 113535523939.776430
138924543527.515660, 114091222113.886490
138811804497.663850, 114646469331.877150
138698516801.301820, 115201263399.082350
138584680886.209690, 115755602122.627200
138470297202.334440, 116309483311.436540
138355366201.788180, 116862904776.243700
